x,y
1.291228070175438614e-01,7.809287299957772266e-01
1.295238095238095410e-01,7.843514277734032758e-01
1.299248120300751930e-01,7.877937565537399545e-01
1.303258145363408449e-01,7.912558857139753155e-01
1.307268170426065246e-01,7.947379865854422576e-01
1.311278195488721765e-01,7.982402324818821393e-01
1.315288220551378562e-01,8.017627987282023305e-01
1.319298245614035081e-01,8.053058626897301453e-01
1.323308270676691878e-01,8.088696038019844714e-01
1.327318295739348397e-01,8.124542036009676504e-01
1.331328320802005194e-01,8.160598457539907091e-01
1.335338345864661713e-01,8.196867160910433769e-01
1.339348370927318232e-01,8.233350026367214358e-01
1.343358395989975029e-01,8.270048956427178410e-01
1.347368421052631549e-01,8.306965876208963762e-01
1.351378446115288345e-01,8.344102733769532820e-01
1.355388471177944865e-01,8.381461500446858448e-01
1.359398496240601661e-01,8.419044171208739380e-01
1.363408521303258181e-01,8.456852765007913941e-01
1.367418546365914978e-01,8.494889325143616388e-01
1.371428571428571497e-01,8.533155919629673569e-01
1.375438596491228016e-01,8.571654641569304012e-01
1.379448621553884813e-01,8.610387609536754860e-01
1.383458646616541332e-01,8.649356967965933229e-01
1.387468671679198129e-01,8.688564887546181836e-01
1.391478696741854648e-01,8.728013565625331038e-01
1.395488721804511445e-01,8.767705226620206016e-01
1.399498746867167964e-01,8.807642122434726772e-01
1.403508771929824483e-01,8.847826532885815221e-01
1.407518796992481280e-01,8.888260766137223712e-01
1.411528822055137800e-01,8.928947159141471523e-01
1.415538847117794596e-01,8.969888078090101358e-01
1.419548872180451116e-01,9.011085918872380196e-01
1.423558897243107912e-01,9.052543107542696532e-01
1.427568922305764432e-01,9.094262100796791648e-01
1.431578947368421229e-01,9.136245386457050310e-01
1.435588972431077748e-01,9.178495483967022972e-01
1.439598997493734267e-01,9.221014944895450371e-01
1.443609022556391064e-01,9.263806353449915987e-01
1.447619047619047583e-01,9.306872327000397238e-01
1.451629072681704380e-01,9.350215516612953026e-01
1.455639097744360899e-01,9.393838607593700818e-01
1.459649122807017696e-01,9.437744320043425228e-01
1.463659147869674215e-01,9.481935409422952432e-01
1.467669172932331012e-01,9.526414667129607938e-01
1.471679197994987531e-01,9.571184921084978647e-01
1.475689223057644051e-01,9.616249036334268974e-01
1.479699248120300847e-01,9.661609915657473069e-01
1.483709273182957367e-01,9.707270500192671792e-01
1.487719298245614163e-01,9.753233770071725317e-01
1.491729323308270683e-01,9.799502745068643383e-01
1.495739348370927480e-01,9.846080485260960691e-01
1.499749373433583999e-01,9.892970091704358371e-01
1.503759398496240796e-01,9.940174707120917885e-01
1.507769423558897315e-01,9.987697516601254932e-01
1.511779448621553834e-01,1.003554174832094414e+00
1.515789473684210631e-01,1.008371067427150214e+00
1.519799498746867150e-01,1.013220761100630307e+00
1.523809523809523947e-01,1.018103592040180416e+00
1.527819548872180466e-01,1.023019901043438651e+00
1.531829573934837263e-01,1.027970033597329191e+00
1.535839598997493782e-01,1.032954339958993328e+00
1.539849624060150579e-01,1.037973175238404044e+00
1.543859649122807098e-01,1.043026899482702774e+00
1.547869674185463618e-01,1.048115877762303416e+00
1.551879699248120414e-01,1.053240480258801570e+00
1.555889724310776934e-01,1.058401082354738287e+00
1.559899749373433731e-01,1.063598064725262748e+00
1.563909774436090250e-01,1.068831813431736499e+00
1.567919799498747047e-01,1.074102720017338974e+00
1.571929824561403566e-01,1.079411181604705616e+00
1.575939849624060085e-01,1.084757600995673421e+00
1.579949874686716882e-01,1.090142386773162553e+00
1.583959899749373401e-01,1.095565953405263970e+00
1.587969924812030198e-01,1.101028721351586359e+00
1.591979949874686717e-01,1.106531117171913214e+00
1.595989974937343514e-01,1.112073573637235135e+00
1.600000000000000033e-01,1.117656529843214397e+00
